img_pair,is_related
face05508.jpg-face01210.jpg,0.5880564451217651
face05750.jpg-face00898.jpg,0.10247433185577393
face05820.jpg-face03938.jpg,0.9060969948768616
face02104.jpg-face01172.jpg,0.5984891057014465
face02428.jpg-face05611.jpg,0.6096691489219666
face01219.jpg-face00274.jpg,0.014641016721725464
face04262.jpg-face00555.jpg,0.44614407420158386
face03697.jpg-face01892.jpg,0.9998077154159546
face03524.jpg-face00319.jpg,0.025311589241027832
face03410.jpg-face05368.jpg,0.41943907737731934
face00292.jpg-face06004.jpg,0.628861129283905
face00353.jpg-face01203.jpg,0.06484556198120117
face03140.jpg-face05223.jpg,0.2655637562274933
face02915.jpg-face03312.jpg,0.22927063703536987
face03012.jpg-face04103.jpg,0.10606783628463745
face02240.jpg-face02336.jpg,0.9138908386230469
face02131.jpg-face05209.jpg,0.8646540641784668
face04105.jpg-face01209.jpg,0.4999593496322632
face03565.jpg-face02509.jpg,0.6158666610717773
face02836.jpg-face01540.jpg,0.0010264217853546143
face02832.jpg-face05386.jpg,0.6055176258087158
face02596.jpg-face02913.jpg,0.18880733847618103
face02231.jpg-face05835.jpg,0.4250906705856323
face00451.jpg-face03664.jpg,0.3967089354991913
face01644.jpg-face01682.jpg,0.7163532972335815
face03988.jpg-face03379.jpg,0.4111735224723816
face00908.jpg-face05944.jpg,0.907167911529541
face05117.jpg-face03498.jpg,0.9478946924209595
face05466.jpg-face02942.jpg,0.528319776058197
face01537.jpg-face00187.jpg,0.5712075233459473
face03609.jpg-face05219.jpg,0.1703624725341797
face04820.jpg-face04526.jpg,0.39465007185935974
face05963.jpg-face00176.jpg,0.578692615032196
face04372.jpg-face03101.jpg,0.40928006172180176
face01496.jpg-face04980.jpg,0.32430189847946167
face04215.jpg-face01123.jpg,0.25007426738739014
face02624.jpg-face05000.jpg,0.0016603171825408936
face04434.jpg-face03376.jpg,0.0008067786693572998
face03417.jpg-face03461.jpg,0.9190140962600708
face03142.jpg-face00593.jpg,0.693925678730011
face00094.jpg-face04094.jpg,0.25771093368530273
face05700.jpg-face03910.jpg,0.003269970417022705
face03620.jpg-face03203.jpg,0.958938479423523
face05074.jpg-face03806.jpg,0.21942734718322754
face03836.jpg-face05917.jpg,0.25752657651901245
face04495.jpg-face02846.jpg,0.9934906363487244
face01690.jpg-face01033.jpg,0.08724454045295715
face01766.jpg-face06057.jpg,0.10463592410087585
face04896.jpg-face01845.jpg,0.7198455929756165
face05468.jpg-face04688.jpg,0.29698458313941956
face00293.jpg-face02930.jpg,0.15479394793510437
face05980.jpg-face03965.jpg,0.4235181212425232
face02066.jpg-face01778.jpg,0.03523913025856018
