idP,idC,kin
fd_240_1.jpg,fd_240_2.jpg,1
fd_024_1.jpg,fd_024_2.jpg,1
fd_220_1.jpg,fd_220_2.jpg,1
fd_092_1.jpg,fd_092_2.jpg,1
fd_155_1.jpg,fd_155_2.jpg,1
fd_124_1.jpg,fd_124_2.jpg,1
fd_031_1.jpg,fd_031_2.jpg,1
fd_162_1.jpg,fd_162_2.jpg,1
fd_163_1.jpg,fd_163_2.jpg,1
fd_008_1.jpg,fd_008_2.jpg,1
fd_042_1.jpg,fd_042_2.jpg,1
fd_153_1.jpg,fd_153_2.jpg,1
fd_159_1.jpg,fd_159_2.jpg,1
fd_208_1.jpg,fd_208_2.jpg,1
fd_152_1.jpg,fd_152_2.jpg,1
fd_242_1.jpg,fd_242_2.jpg,1
fd_193_1.jpg,fd_193_2.jpg,1
fd_120_1.jpg,fd_120_2.jpg,1
fd_166_1.jpg,fd_166_2.jpg,1
fd_021_1.jpg,fd_021_2.jpg,1
fd_118_1.jpg,fd_118_2.jpg,1
fd_099_1.jpg,fd_099_2.jpg,1
fd_194_1.jpg,fd_194_2.jpg,1
fd_171_1.jpg,fd_171_2.jpg,1
fd_158_1.jpg,fd_158_2.jpg,1
fd_207_1.jpg,fd_207_2.jpg,1
fd_181_1.jpg,fd_181_2.jpg,1
fd_145_1.jpg,fd_145_2.jpg,1
fd_091_1.jpg,fd_091_2.jpg,1
fd_221_1.jpg,fd_221_2.jpg,1
fd_025_1.jpg,fd_025_2.jpg,1
fd_055_1.jpg,fd_055_2.jpg,1
fd_175_1.jpg,fd_175_2.jpg,1
fd_229_1.jpg,fd_229_2.jpg,1
fd_213_1.jpg,fd_213_2.jpg,1
fd_228_1.jpg,fd_228_2.jpg,1
fd_199_1.jpg,fd_199_2.jpg,1
fd_085_1.jpg,fd_085_2.jpg,1
fd_198_1.jpg,fd_198_2.jpg,1
fd_015_1.jpg,fd_015_2.jpg,1
fd_050_1.jpg,fd_050_2.jpg,1
fd_164_1.jpg,fd_164_2.jpg,1
fd_196_1.jpg,fd_196_2.jpg,1
fd_230_1.jpg,fd_230_2.jpg,1
fd_051_1.jpg,fd_051_2.jpg,1
fd_027_1.jpg,fd_027_2.jpg,1
fd_248_1.jpg,fd_248_2.jpg,1
fd_030_1.jpg,fd_030_2.jpg,1
fd_094_1.jpg,fd_094_2.jpg,1
fd_039_1.jpg,fd_039_2.jpg,1
fd_026_1.jpg,fd_026_2.jpg,1
fd_146_1.jpg,fd_146_2.jpg,1
fd_111_1.jpg,fd_111_2.jpg,1
fd_142_1.jpg,fd_142_2.jpg,1
fd_131_1.jpg,fd_131_2.jpg,1
fd_106_1.jpg,fd_106_2.jpg,1
